in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#UNIQNAME	ydb-extension	UNIQNAME	Cannot provide same file name (nnnn) for ffff and FFFF	Error
false	true	MessageRecovery/errors.rst#UNKNOWNFOREX	ydb-extension	UNKNOWNFOREX	Process halted by a forced exit from a source other than MUPIP	Warning
false	true	MessageRecovery/errors.rst#UNKNOWNSYSERR	ydb-extension	UNKNOWNSYSERR	nnnn does not correspond to a known YottaDB error code	Run Time Error
false	true	MessageRecovery/errors.rst#UNSDCLASS	ydb-extension	UNSDCLASS	Unsupported descriptor class	Run Time Error
false	true	MessageRecovery/errors.rst#UNSDDTYPE	ydb-extension	UNSDDTYPE	Unsupported descriptor data type	Run Time Error
false	true	MessageRecovery/errors.rst#UNSETENVFAIL	ydb-extension	UNSETENVFAIL	"VIEW ""UNSETENV"":""eeee"" failed in unsetenv() system call"	Run Time Error
false	true	MessageRecovery/errors.rst#UNSOLCNTERR	ydb-extension	UNSOLCNTERR	An unsolicited error message has been received from the network	Run Time Error
false	true	MessageRecovery/errors.rst#UNUM64ERR	ydb-extension	UNUM64ERR	Error: cannot convert VVVV value to 64 bit unsigned decimal or hexadecimal number	Error
false	true	MessageRecovery/errors.rst#UPDATEFILEOPEN	ydb-extension	UPDATEFILEOPEN	Update file open error	Run Time Error
false	true	MessageRecovery/errors.rst#UPDPROC	ydb-extension	UPDPROC	Update Process error	Error
false	true	MessageRecovery/errors.rst#UPDREPLSTATEOFF	ydb-extension	UPDREPLSTATEOFF	Error replicating global ^gggg as it maps to database xxxx which has replication turned OFF	Error
false	true	MessageRecovery/errors.rst#UPDSYNC2MTINS	ydb-extension	UPDSYNC2MTINS	Can only UPDATERESYNC with an empty instance file	Error
false	true	MessageRecovery/errors.rst#UPDSYNCINSTFILE	ydb-extension	UPDSYNCINSTFILE	Error with instance file name specified in UPDATERESYNC qualifier	Error
false	true	MessageRecovery/errors.rst#USRIOINIT	ydb-extension	USRIOINIT	User-defined device driver not successfully initialized	Run Time Error
false	true	MessageRecovery/errors.rst#UTF16ENDIAN	ydb-extension	UTF16ENDIAN	The device previously set UTF-16 endianness to cccc and cannot change to eeee	Run Time Error
false	true	MessageRecovery/errors.rst#UTF8NOTINSTALLED	ydb-extension	UTF8NOTINSTALLED	$ydb_dist does not have utf8 folder installed. Please use M mode or re-install YottaDB with UTF-8 support	Run Time Error
false	true	MessageRecovery/errors.rst#VALTOOBIG	ydb-extension	VALTOOBIG	xxxx is larger than the maximum of yyyy for a zzzz	Error
false	true	MessageRecovery/errors.rst#VALTOOLONG	ydb-extension	VALTOOLONG	xxxx exceeds the maximum length of yyyy for a zzzz	Error
false	true	MessageRecovery/errors.rst#VALTOOSMALL	ydb-extension	VALTOOSMALL	xxxx is less than the minimum of yyyy for a zzzz	Error
false	true	MessageRecovery/errors.rst#VALUEBAD	ydb-extension	VALUEBAD	xxxx is not a valid yyyy	Error
false	true	MessageRecovery/errors.rst#VALUEREQD	ydb-extension	VALUEREQD	Qualifier xxxx requires a value	Error
false	true	MessageRecovery/errors.rst#VAREXPECTED	ydb-extension	VAREXPECTED	Variable expected in this context	Compile Time Error
false	true	MessageRecovery/errors.rst#VARNAME2LONG	ydb-extension	VARNAME2LONG	Variable name length exceeds maximum allowed (xxxx)	Run Time Error
false	true	MessageRecovery/errors.rst#VERIFY	ydb-extension	VERIFY	Verification xxxx	Information
false	true	MessageRecovery/errors.rst#VERMISMATCH	ydb-extension	VERMISMATCH	Attempt to access xxxx with version yyyy, while already using zzzz	Run Time Error
false	true	MessageRecovery/errors.rst#VERSION	ydb-extension	VERSION	Version mismatch - This program must be recompiled	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWAMBIG	ydb-extension	VIEWAMBIG	View parameter xxxx is ambiguous	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWARGCNT	ydb-extension	VIEWARGCNT	View parameter xxxx has inappropriate number of subparameters	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWARGTOOLONG	ydb-extension	VIEWARGTOOLONG	The argument length (LLLL) to VIEW command vvvv exceeds the maximum mmmm	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWCMD	ydb-extension	VIEWCMD	View parameter pppp is not valid with the VIEW command	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWFN	ydb-extension	VIEWFN	View parameter xxxx is not valid with the $VIEW() function	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWGVN	ydb-extension	VIEWGVN	Invalid global key name used with VIEW/$VIEW(): xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWLVN	ydb-extension	VIEWLVN	Invalid local variable name used with VIEW/$VIEW(): vvvv	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWNOTFOUND	ydb-extension	VIEWNOTFOUND	View parameter xxxx not valid	Run Time Error
false	true	MessageRecovery/errors.rst#VIEWREGLIST	ydb-extension	VIEWREGLIST	$VIEW() only handles the first region subparameter	Warning
false	true	MessageRecovery/errors.rst#WAITDSKSPACE	ydb-extension	WAITDSKSPACE	Process xxxx will wait aaaa seconds for necessary disk space to become available for yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#WCBLOCKED	ydb-extension	WCBLOCKED	Field xxxx is set by process yyyy at transaction number aaaa for database file zzzz	Warning
false	true	MessageRecovery/errors.rst#WCERRNOTCHG	ydb-extension	WCERRNOTCHG	Not all specified database files were changed	Error
false	true	MessageRecovery/errors.rst#WCSFLUFAIL	ydb-extension	WCSFLUFAIL	Error flushing buffers -- called from module MMMM at line LLLL	Error
false	true	MessageRecovery/errors.rst#WCSFLUFAILED	ydb-extension	WCSFLUFAILED	xxxx error while flushing buffers at transaction number nnnn for database file yyyy	Error
false	true	MessageRecovery/errors.rst#WCWRNNOTCHG	ydb-extension	WCWRNNOTCHG	Not all specified database files were changed	Warning
false	true	MessageRecovery/errors.rst#WEIRDSYSTIME	ydb-extension	WEIRDSYSTIME	Time reported by the system clock is outside the acceptable range. Please check and correct the system clock	Run Time Error
false	true	MessageRecovery/errors.rst#WIDTHTOOSMALL	ydb-extension	WIDTHTOOSMALL	WIDTH should be at least 2 when device ICHSET or OCHSET is UTF-8 or UTF-16	Run Time Error
false	true	MessageRecovery/errors.rst#WILDCARD	ydb-extension	WILDCARD	Wild cards are prohibited: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#WORDEXPFAILED	ydb-extension	WORDEXPFAILED	wordexp() call for string ssss returned tttt error. See wordexp() man pages for details	Run Time Error
false	true	MessageRecovery/errors.rst#WRITEERROR	ydb-extension	WRITEERROR	Cannot exit because of write failure. Reason for failure: xxxx	Error
false	true	MessageRecovery/errors.rst#WRITERSTUCK	ydb-extension	WRITERSTUCK	Buffer flush stuck waiting for xxxx concurrent writers to finish writing to database file aaaa	Run Time Error
false	true	MessageRecovery/errors.rst#WRITEWAITPID	ydb-extension	WRITEWAITPID	PID wwww waited mmmm minute(s) for PID hhhh to finish writing block bbbb in database file ffff	Warning
false	true	MessageRecovery/errors.rst#XCRETNULLREF	ydb-extension	XCRETNULLREF	Returned null reference from external call LLLL	Error
false	true	MessageRecovery/errors.rst#XCVOIDRET	ydb-extension	XCVOIDRET	Attempt to return a value from function xxxx, which is declared void in external call table yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#XTRNRETSTR	ydb-extension	XTRNRETSTR	Return string from extended reference translation algorithm is NULL	Run Time Error
false	true	MessageRecovery/errors.rst#XTRNRETVAL	ydb-extension	XTRNRETVAL	Length of return value (xxxx) from extended reference translation algorithm is not in the range [0,yyyy]	Run Time Error
false	true	MessageRecovery/errors.rst#XTRNTRANSDLL	ydb-extension	XTRNTRANSDLL	Error during extended reference environment translation. Check the above message.	Run Time Error
false	true	MessageRecovery/errors.rst#XTRNTRANSERR	ydb-extension	XTRNTRANSERR	Error attempting to generate an environment using an external algorithm	Run Time Error
false	true	MessageRecovery/errors.rst#YDBDISTUNDEF	ydb-extension	YDBDISTUNDEF	Environment variable $ydb_dist is not defined	Run Time Error
false	true	MessageRecovery/errors.rst#YDBDISTUNVERIF	ydb-extension	YDBDISTUNVERIF	Environment variable $ydb_dist (dddd) could not be verified against the executables path (pppp)	Run Time Error
false	true	MessageRecovery/errors.rst#ZATRANSCOL	ydb-extension	ZATRANSCOL	The collation requested has no implementation for the requested operation	Run Time Error
false	true	MessageRecovery/errors.rst#ZATRANSERR	ydb-extension	ZATRANSERR	The input string is too long to convert	Run Time Error
false	true	MessageRecovery/errors.rst#ZATTACHERR	ydb-extension	ZATTACHERR	"Error attaching to ""xxxx"""	Run Time Error
false	true	MessageRecovery/errors.rst#ZBREAKFAIL	ydb-extension	ZBREAKFAIL	Could not set breakpoint at xxxx due to insufficient memory	Information
false	true	MessageRecovery/errors.rst#ZBRKCNTNEGATIVE	ydb-extension	ZBRKCNTNEGATIVE	Count xxx, of transits through a ZBREAK breakpoint before activating it, cannot be negative	Information
false	true	MessageRecovery/errors.rst#ZCALLTABLE	ydb-extension	ZCALLTABLE	External call Table format error	Run Time Error
false	true	MessageRecovery/errors.rst#ZCARGMSMTCH	ydb-extension	ZCARGMSMTCH	External call: Actual argument count, xxxx, is greater than formal argument count, yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#ZCCLNUPRTNMISNG	ydb-extension	ZCCLNUPRTNMISNG	External call: Cleanup routine name missing. Cannot continue	Run Time Error
false	true	MessageRecovery/errors.rst#ZCCOLON	ydb-extension	ZCCOLON	Colon expected but not found	Run Time Error
false	true	MessageRecovery/errors.rst#ZCCONMSMTCH	ydb-extension	ZCCONMSMTCH	External call: Too many input arguments	Run Time Error
false	true	MessageRecovery/errors.rst#ZCCONVERT	ydb-extension	ZCCONVERT	External call: error converting output argument from external call xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZCCSQRBR	ydb-extension	ZCCSQRBR	Closing Square bracket expected	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCCTENV	ydb-extension	ZCCTENV	Environmental variable for external package xxxx not set	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCCTNULLF	ydb-extension	ZCCTNULLF	External call table contains no records: xxxx	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCCTOPN	ydb-extension	ZCCTOPN	Unable to open external call table: xxxx	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCENTNAME	ydb-extension	ZCENTNAME	No entry name found in external call table	Run Time Error
false	true	MessageRecovery/errors.rst#ZCINPUTREQ	ydb-extension	ZCINPUTREQ	External call: Required input argument missing	Run Time Error
false	true	MessageRecovery/errors.rst#ZCINVALIDKEYWORD	ydb-extension	ZCINVALIDKEYWORD	External call: Invalid keyword found. Cannot continue	Run Time Error
false	true	MessageRecovery/errors.rst#ZCMAXPARAM	ydb-extension	ZCMAXPARAM	Exceeded maximum number of external call parameters	Run Time Error
false	true	MessageRecovery/errors.rst#ZCNOPREALLOUTPAR	ydb-extension	ZCNOPREALLOUTPAR	Parameter xxxx in external call yyyy.zzzz is an output only parameter requiring pre-allocation	Run Time Error
false	true	MessageRecovery/errors.rst#ZCOPT0	ydb-extension	ZCOPT0	External call: Qualifier OPTIONAL_0 can be used only with mechanisms REFERENCE or DESCRIPTOR	Run Time Error
false	true	MessageRecovery/errors.rst#ZCPOSOVR	ydb-extension	ZCPOSOVR	External call: Invalid overlapping of arguments in table position xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZCPREALLNUMEX	ydb-extension	ZCPREALLNUMEX	Pre-allocation value should be a decimal number	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCPREALLVALINV	ydb-extension	ZCPREALLVALINV	The pre-allocation value exceeded the maximum string length	Run Time Error
false	true	MessageRecovery/errors.rst#ZCPREALLVALPAR	ydb-extension	ZCPREALLVALPAR	Pre-allocation allowed only for variables passed by reference	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCPREALLVALSTR	ydb-extension	ZCPREALLVALSTR	Pre-allocation allowed only for output or input/output variables of type ydb_buffer_t*, ydb_string_t*, or ydb_char_t*	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCRCALLNAME	ydb-extension	ZCRCALLNAME	Routine name expected but not found	Run Time Error
false	true	MessageRecovery/errors.rst#ZCRPARMNAME	ydb-extension	ZCRPARMNAME	Parameter name expected but not found	Run Time Error
false	true	MessageRecovery/errors.rst#ZCRTENOTF	ydb-extension	ZCRTENOTF	External call routine xxxx not found	Run Time Error
false	true	MessageRecovery/errors.rst#ZCRTNTYP	ydb-extension	ZCRTNTYP	Unknown return type	Compile Time Error
false	true	MessageRecovery/errors.rst#ZCSTATUSRET	ydb-extension	ZCSTATUSRET	External call returned error status	Run Time Error
false	true	MessageRecovery/errors.rst#ZCUNAVAIL	ydb-extension	ZCUNAVAIL	Package, xxxx unavailable	Run Time Error
false	true	MessageRecovery/errors.rst#ZCUNKMECH	ydb-extension	ZCUNKMECH	External call: Unknown parameter-passing mechanism	Run Time Error
false	true	MessageRecovery/errors.rst#ZCUNKQUAL	ydb-extension	ZCUNKQUAL	External call: Unknown input qualifier	Run Time Error
false	true	MessageRecovery/errors.rst#ZCUNKTYPE	ydb-extension	ZCUNKTYPE	External call: Unknown argument type	Run Time Error
false	true	MessageRecovery/errors.rst#ZCUNTYPE	ydb-extension	ZCUNTYPE	Unknown type encountered	Run Time Error
false	true	MessageRecovery/errors.rst#ZCVECTORINDX	ydb-extension	ZCVECTORINDX	Invalid Vector Index xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZCWRONGDESC	ydb-extension	ZCWRONGDESC	A string longer than 65535 is passed via 32-bit descriptor	Run Time Error
false	true	MessageRecovery/errors.rst#ZDATEBADDATE	ydb-extension	ZDATEBADDATE	$ZDATE() date argument dddd is less than -365 (the $HOROLOG value for 01-JAN-1840) or greater than 364570088 (the $HOROLOG value for 31-DEC-999999)	Run Time Error
false	true	MessageRecovery/errors.rst#ZDATEBADTIME	ydb-extension	ZDATEBADTIME	$ZDATE() time argument tttt is less than 0 or greater than 86399 (the $HOROLOG value for a second before midnight)	Run Time Error
false	true	MessageRecovery/errors.rst#ZDATEFMT	ydb-extension	ZDATEFMT	$ZDATE format string contains invalid character	Run Time Error
false	true	MessageRecovery/errors.rst#ZDIROUTOFSYNC	ydb-extension	ZDIROUTOFSYNC	$ZDIRECTORY xxxx is not the same as its cached value yyyy	Warning
false	true	MessageRecovery/errors.rst#ZEDFILSPEC	ydb-extension	ZEDFILSPEC	Illegal ZEDIT file specification: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZFF2MANY	ydb-extension	ZFF2MANY	Number of characters specified for ZFF deviceparameter (xxxx) is more than the maximum allowed (yyyy)	Run Time Error
false	true	MessageRecovery/errors.rst#ZFILENMTOOLONG	ydb-extension	ZFILENMTOOLONG	xxxx is longer than 255 characters	Run Time Error
false	true	MessageRecovery/errors.rst#ZFILKEYBAD	ydb-extension	ZFILKEYBAD	xxxx is not a legal keyword for $ZFILE()	Run Time Error
false	true	MessageRecovery/errors.rst#ZFILNMBAD	ydb-extension	ZFILNMBAD	xxxx is not a legal file name	Run Time Error
false	true	MessageRecovery/errors.rst#ZGBLDIRACC	ydb-extension	ZGBLDIRACC	Cannot access global directory xxxxyyyyzzzz.	Run Time Error
false	true	MessageRecovery/errors.rst#ZGBLDIRUNDEF	ydb-extension	ZGBLDIRUNDEF	Global Directory env var $ydb_gbldir/$gtmgbldir is undefined	Run Time Error
false	true	MessageRecovery/errors.rst#ZGOCALLOUTIN	ydb-extension	ZGOCALLOUTIN	ZGOTO level 0 with entry ref not valid when using call-ins	Run Time Error
false	true	MessageRecovery/errors.rst#ZGOTOINVLVL	ydb-extension	ZGOTOINVLVL	ZGOTO in a trigger running in mmmm cannot ZGOTO level LLLL	Error
false	true	MessageRecovery/errors.rst#ZGOTOLTZERO	ydb-extension	ZGOTOLTZERO	Cannot ZGOTO a level less than zero	Run Time Error
false	true	MessageRecovery/errors.rst#ZGOTOTOOBIG	ydb-extension	ZGOTOTOOBIG	Cannot ZGOTO a level greater than present level	Run Time Error
false	true	MessageRecovery/errors.rst#ZINTDIRECT	ydb-extension	ZINTDIRECT	Attempt to enter direct mode from $ZINTERRUPT	Run Time Error
false	true	MessageRecovery/errors.rst#ZINTRECURSEIO	ydb-extension	ZINTRECURSEIO	Attempt to do IO to the active device in $ZINTERRUPT	Run Time Error
false	true	MessageRecovery/errors.rst#ZLINKFILE	ydb-extension	ZLINKFILE	"Error while zlinking ""xxxx"""	Run Time Error
false	true	MessageRecovery/errors.rst#ZLMODULE	ydb-extension	ZLMODULE	Object file name does not match module name: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZLNOOBJECT	ydb-extension	ZLNOOBJECT	No object module was produced	Run Time Error
false	true	MessageRecovery/errors.rst#ZPARSETYPE	ydb-extension	ZPARSETYPE	Illegal TYPE argument to $ZPARSE(): xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZPARSFLDBAD	ydb-extension	ZPARSFLDBAD	Illegal $ZPARSE() field parameter: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#ZPEEKNOJNLINFO	ydb-extension	ZPEEKNOJNLINFO	$ZPEEK() unable to access requested journal structure - region rrrr is not currently journaled	Run Time Error
false	true	MessageRecovery/errors.rst#ZPEEKNORPLINFO	ydb-extension	ZPEEKNORPLINFO	$ZPEEK() unable to access requested replication structure	Run Time Error
